sale_id,player,year,card_name,sport,grade,rarity,autograph,rookie_card,condition,sale_price,site,sale_date,baseline_psa9_value,value_note
RT-004766,LeBron James,2003,Topps Rookie,Basketball,7,Rare,No,Yes,Graded 7,455.83,Marketplace,2026-07-25,900,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-004848,LeBron James,2003,Topps Rookie,Basketball,8,Rare,No,Yes,Graded 8,619.61,eBay Sold,2026-02-01,900,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-004861,LeBron James,2003,Topps Rookie,Basketball,8,Rare,No,Yes,Graded 8,503.0,eBay Sold,2026-02-04,900,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-004839,LeBron James,2003,Topps Rookie,Basketball,8,Rare,No,Yes,Graded 8,613.99,eBay Sold,2026-02-08,900,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-004850,LeBron James,2003,Topps Rookie,Basketball,8,Rare,No,Yes,Graded 8,626.75,eBay Sold,2026-02-10,900,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-004867,LeBron James,2003,Topps Rookie,Basketball,8,Rare,No,Yes,Graded 8,558.37,Marketplace,2026-02-11,900,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-004829,LeBron James,2003,Topps Rookie,Basketball,8,Rare,No,Yes,Graded 8,563.82,130point,2026-02-17,900,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-004845,LeBron James,2003,Topps Rookie,Basketball,8,Rare,No,Yes,Graded 8,578.23,Goldin,2026-02-17,900,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-004876,LeBron James,2003,Topps Rookie,Basketball,8,Rare,No,Yes,Graded 8,630.12,130point,2026-02-17,900,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-004860,LeBron James,2003,Topps Rookie,Basketball,8,Rare,No,Yes,Graded 8,545.64,eBay Sold,2026-02-19,900,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-004868,LeBron James,2003,Topps Rookie,Basketball,8,Rare,No,Yes,Graded 8,631.3,130point,2026-03-03,900,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-004882,LeBron James,2003,Topps Rookie,Basketball,8,Rare,No,Yes,Graded 8,619.37,130point,2026-03-04,900,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-004866,LeBron James,2003,Topps Rookie,Basketball,8,Rare,No,Yes,Graded 8,625.77,130point,2026-03-07,900,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-004887,LeBron James,2003,Topps Rookie,Basketball,8,Rare,No,Yes,Graded 8,553.39,130point,2026-03-07,900,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-004880,LeBron James,2003,Topps Rookie,Basketball,8,Rare,No,Yes,Graded 8,598.05,130point,2026-03-11,900,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-004826,LeBron James,2003,Topps Rookie,Basketball,8,Rare,No,Yes,Graded 8,569.88,eBay Sold,2026-03-13,900,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-004893,LeBron James,2003,Topps Rookie,Basketball,8,Rare,No,Yes,Graded 8,625.4,Marketplace,2026-03-15,900,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-004841,LeBron James,2003,Topps Rookie,Basketball,8,Rare,No,Yes,Graded 8,665.38,130point,2026-03-25,900,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-004873,LeBron James,2003,Topps Rookie,Basketball,8,Rare,No,Yes,Graded 8,543.95,Marketplace,2026-03-27,900,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-004825,LeBron James,2003,Topps Rookie,Basketball,8,Rare,No,Yes,Graded 8,561.03,eBay Sold,2026-04-03,900,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-004884,LeBron James,2003,Topps Rookie,Basketball,8,Rare,No,Yes,Graded 8,652.53,eBay Sold,2026-04-07,900,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-004854,LeBron James,2003,Topps Rookie,Basketball,8,Rare,No,Yes,Graded 8,535.04,eBay Sold,2026-04-13,900,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-004886,LeBron James,2003,Topps Rookie,Basketball,8,Rare,No,Yes,Graded 8,596.14,Marketplace,2026-04-13,900,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-004855,LeBron James,2003,Topps Rookie,Basketball,8,Rare,No,Yes,Graded 8,554.96,Marketplace,2026-04-15,900,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-004874,LeBron James,2003,Topps Rookie,Basketball,8,Rare,No,Yes,Graded 8,570.58,130point,2026-04-18,900,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-004879,LeBron James,2003,Topps Rookie,Basketball,8,Rare,No,Yes,Graded 8,735.95,130point,2026-04-19,900,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-004888,LeBron James,2003,Topps Rookie,Basketball,8,Rare,No,Yes,Graded 8,629.43,eBay Sold,2026-04-21,900,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-004856,LeBron James,2003,Topps Rookie,Basketball,8,Rare,No,Yes,Graded 8,484.07,Card Show,2026-04-28,900,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-004878,LeBron James,2003,Topps Rookie,Basketball,8,Rare,No,Yes,Graded 8,618.87,Card Ladder,2026-04-29,900,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-004853,LeBron James,2003,Topps Rookie,Basketball,8,Rare,No,Yes,Graded 8,677.51,130point,2026-05-02,900,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-004894,LeBron James,2003,Topps Rookie,Basketball,8,Rare,No,Yes,Graded 8,647.35,Card Ladder,2026-05-04,900,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-004875,LeBron James,2003,Topps Rookie,Basketball,8,Rare,No,Yes,Graded 8,661.95,eBay Sold,2026-05-06,900,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-004881,LeBron James,2003,Topps Rookie,Basketball,8,Rare,No,Yes,Graded 8,665.94,eBay Sold,2026-05-13,900,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-004838,LeBron James,2003,Topps Rookie,Basketball,8,Rare,No,Yes,Graded 8,702.47,eBay Sold,2026-05-15,900,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-004896,LeBron James,2003,Topps Rookie,Basketball,8,Rare,No,Yes,Graded 8,559.2,130point,2026-05-19,900,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-004840,LeBron James,2003,Topps Rookie,Basketball,8,Rare,No,Yes,Graded 8,629.29,Goldin,2026-05-20,900,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-004869,LeBron James,2003,Topps Rookie,Basketball,8,Rare,No,Yes,Graded 8,671.86,eBay Sold,2026-05-22,900,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-004863,LeBron James,2003,Topps Rookie,Basketball,8,Rare,No,Yes,Graded 8,547.71,130point,2026-05-23,900,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-004870,LeBron James,2003,Topps Rookie,Basketball,8,Rare,No,Yes,Graded 8,530.52,eBay Sold,2026-05-27,900,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-004851,LeBron James,2003,Topps Rookie,Basketball,8,Rare,No,Yes,Graded 8,698.66,eBay Sold,2026-05-30,900,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-004842,LeBron James,2003,Topps Rookie,Basketball,8,Rare,No,Yes,Graded 8,536.81,eBay Sold,2026-06-01,900,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-004871,LeBron James,2003,Topps Rookie,Basketball,8,Rare,No,Yes,Graded 8,574.0,Card Ladder,2026-06-01,900,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-004831,LeBron James,2003,Topps Rookie,Basketball,8,Rare,No,Yes,Graded 8,572.94,eBay Sold,2026-06-02,900,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-004859,LeBron James,2003,Topps Rookie,Basketball,8,Rare,No,Yes,Graded 8,608.51,eBay Sold,2026-06-02,900,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-004872,LeBron James,2003,Topps Rookie,Basketball,8,Rare,No,Yes,Graded 8,786.36,eBay Sold,2026-06-02,900,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-004895,LeBron James,2003,Topps Rookie,Basketball,8,Rare,No,Yes,Graded 8,587.09,Card Show,2026-06-03,900,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-004834,LeBron James,2003,Topps Rookie,Basketball,8,Rare,No,Yes,Graded 8,608.93,130point,2026-06-04,900,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-004849,LeBron James,2003,Topps Rookie,Basketball,8,Rare,No,Yes,Graded 8,568.03,eBay Sold,2026-06-04,900,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-004883,LeBron James,2003,Topps Rookie,Basketball,8,Rare,No,Yes,Graded 8,484.83,Marketplace,2026-06-04,900,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-004892,LeBron James,2003,Topps Rookie,Basketball,8,Rare,No,Yes,Graded 8,607.85,eBay Sold,2026-06-04,900,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-004858,LeBron James,2003,Topps Rookie,Basketball,8,Rare,No,Yes,Graded 8,598.67,130point,2026-06-07,900,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-004833,LeBron James,2003,Topps Rookie,Basketball,8,Rare,No,Yes,Graded 8,641.76,130point,2026-06-10,900,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-004835,LeBron James,2003,Topps Rookie,Basketball,8,Rare,No,Yes,Graded 8,667.52,130point,2026-06-11,900,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-004877,LeBron James,2003,Topps Rookie,Basketball,8,Rare,No,Yes,Graded 8,611.55,Marketplace,2026-06-17,900,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-004827,LeBron James,2003,Topps Rookie,Basketball,8,Rare,No,Yes,Graded 8,625.3,eBay Sold,2026-06-19,900,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-004862,LeBron James,2003,Topps Rookie,Basketball,8,Rare,No,Yes,Graded 8,618.64,PWCC,2026-06-20,900,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-004846,LeBron James,2003,Topps Rookie,Basketball,8,Rare,No,Yes,Graded 8,612.23,eBay Sold,2026-06-24,900,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-004836,LeBron James,2003,Topps Rookie,Basketball,8,Rare,No,Yes,Graded 8,541.64,130point,2026-06-27,900,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-004852,LeBron James,2003,Topps Rookie,Basketball,8,Rare,No,Yes,Graded 8,556.92,Marketplace,2026-06-30,900,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-004889,LeBron James,2003,Topps Rookie,Basketball,8,Rare,No,Yes,Graded 8,617.46,Card Ladder,2026-07-01,900,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-004844,LeBron James,2003,Topps Rookie,Basketball,8,Rare,No,Yes,Graded 8,508.57,Marketplace,2026-07-06,900,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-004885,LeBron James,2003,Topps Rookie,Basketball,8,Rare,No,Yes,Graded 8,704.22,Card Ladder,2026-07-07,900,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-004843,LeBron James,2003,Topps Rookie,Basketball,8,Rare,No,Yes,Graded 8,462.87,Marketplace,2026-07-11,900,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-004857,LeBron James,2003,Topps Rookie,Basketball,8,Rare,No,Yes,Graded 8,584.57,eBay Sold,2026-07-12,900,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-004890,LeBron James,2003,Topps Rookie,Basketball,8,Rare,No,Yes,Graded 8,556.71,eBay Sold,2026-07-13,900,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-004891,LeBron James,2003,Topps Rookie,Basketball,8,Rare,No,Yes,Graded 8,640.32,Card Ladder,2026-07-13,900,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-004828,LeBron James,2003,Topps Rookie,Basketball,8,Rare,No,Yes,Graded 8,673.59,eBay Sold,2026-07-19,900,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-004864,LeBron James,2003,Topps Rookie,Basketball,8,Rare,No,Yes,Graded 8,526.63,eBay Sold,2026-07-21,900,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-004865,LeBron James,2003,Topps Rookie,Basketball,8,Rare,No,Yes,Graded 8,635.76,Marketplace,2026-07-22,900,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-004837,LeBron James,2003,Topps Rookie,Basketball,8,Rare,No,Yes,Graded 8,607.59,eBay Sold,2026-07-23,900,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-004830,LeBron James,2003,Topps Rookie,Basketball,8,Rare,No,Yes,Graded 8,662.64,130point,2026-07-24,900,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-004832,LeBron James,2003,Topps Rookie,Basketball,8,Rare,No,Yes,Graded 8,693.86,eBay Sold,2026-07-25,900,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-004847,LeBron James,2003,Topps Rookie,Basketball,8,Rare,No,Yes,Graded 8,623.95,eBay Sold,2026-07-26,900,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-004899,LeBron James,2003,Topps Rookie,Basketball,9,Rare,No,Yes,Graded 9,734.55,Marketplace,2026-02-02,900,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-004927,LeBron James,2003,Topps Rookie,Basketball,9,Rare,No,Yes,Graded 9,860.7,130point,2026-02-03,900,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-004951,LeBron James,2003,Topps Rookie,Basketball,9,Rare,No,Yes,Graded 9,957.37,130point,2026-02-03,900,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-004955,LeBron James,2003,Topps Rookie,Basketball,9,Rare,No,Yes,Graded 9,704.07,Card Ladder,2026-02-06,900,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-004935,LeBron James,2003,Topps Rookie,Basketball,9,Rare,No,Yes,Graded 9,895.32,eBay Sold,2026-02-09,900,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-004967,LeBron James,2003,Topps Rookie,Basketball,9,Rare,No,Yes,Graded 9,885.26,eBay Sold,2026-02-12,900,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-004941,LeBron James,2003,Topps Rookie,Basketball,9,Rare,No,Yes,Graded 9,948.44,eBay Sold,2026-02-14,900,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-004912,LeBron James,2003,Topps Rookie,Basketball,9,Rare,No,Yes,Graded 9,777.98,eBay Sold,2026-02-20,900,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-004949,LeBron James,2003,Topps Rookie,Basketball,9,Rare,No,Yes,Graded 9,1096.4,PWCC,2026-02-26,900,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-004952,LeBron James,2003,Topps Rookie,Basketball,9,Rare,No,Yes,Graded 9,796.79,PWCC,2026-02-26,900,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-004930,LeBron James,2003,Topps Rookie,Basketball,9,Rare,No,Yes,Graded 9,743.5,Marketplace,2026-02-27,900,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-004907,LeBron James,2003,Topps Rookie,Basketball,9,Rare,No,Yes,Graded 9,928.46,Marketplace,2026-02-28,900,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-004920,LeBron James,2003,Topps Rookie,Basketball,9,Rare,No,Yes,Graded 9,867.76,eBay Sold,2026-03-02,900,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-004928,LeBron James,2003,Topps Rookie,Basketball,9,Rare,No,Yes,Graded 9,776.41,eBay Sold,2026-03-04,900,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-004956,LeBron James,2003,Topps Rookie,Basketball,9,Rare,No,Yes,Graded 9,981.39,eBay Sold,2026-03-04,900,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-004932,LeBron James,2003,Topps Rookie,Basketball,9,Rare,No,Yes,Graded 9,1164.01,Goldin,2026-03-07,900,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-004959,LeBron James,2003,Topps Rookie,Basketball,9,Rare,No,Yes,Graded 9,906.42,Card Show,2026-03-10,900,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-004921,LeBron James,2003,Topps Rookie,Basketball,9,Rare,No,Yes,Graded 9,926.04,eBay Sold,2026-03-13,900,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-004904,LeBron James,2003,Topps Rookie,Basketball,9,Rare,No,Yes,Graded 9,990.57,eBay Sold,2026-03-17,900,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-004950,LeBron James,2003,Topps Rookie,Basketball,9,Rare,No,Yes,Graded 9,938.49,eBay Sold,2026-03-20,900,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-004905,LeBron James,2003,Topps Rookie,Basketball,9,Rare,No,Yes,Graded 9,933.94,eBay Sold,2026-03-21,900,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-004915,LeBron James,2003,Topps Rookie,Basketball,9,Rare,No,Yes,Graded 9,864.35,Card Show,2026-03-23,900,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-004898,LeBron James,2003,Topps Rookie,Basketball,9,Rare,No,Yes,Graded 9,1070.74,130point,2026-03-26,900,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-004945,LeBron James,2003,Topps Rookie,Basketball,9,Rare,No,Yes,Graded 9,990.37,PWCC,2026-03-28,900,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-004922,LeBron James,2003,Topps Rookie,Basketball,9,Rare,No,Yes,Graded 9,844.76,eBay Sold,2026-03-30,900,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-004966,LeBron James,2003,Topps Rookie,Basketball,9,Rare,No,Yes,Graded 9,818.44,Card Show,2026-03-30,900,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-004923,LeBron James,2003,Topps Rookie,Basketball,9,Rare,No,Yes,Graded 9,802.6,Marketplace,2026-03-31,900,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-004916,LeBron James,2003,Topps Rookie,Basketball,9,Rare,No,Yes,Graded 9,741.55,Marketplace,2026-04-03,900,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-004960,LeBron James,2003,Topps Rookie,Basketball,9,Rare,No,Yes,Graded 9,763.95,eBay Sold,2026-04-03,900,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-004925,LeBron James,2003,Topps Rookie,Basketball,9,Rare,No,Yes,Graded 9,816.63,eBay Sold,2026-04-09,900,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-004942,LeBron James,2003,Topps Rookie,Basketball,9,Rare,No,Yes,Graded 9,852.47,PWCC,2026-04-14,900,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-004906,LeBron James,2003,Topps Rookie,Basketball,9,Rare,No,Yes,Graded 9,856.19,eBay Sold,2026-04-18,900,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-004902,LeBron James,2003,Topps Rookie,Basketball,9,Rare,No,Yes,Graded 9,747.79,Card Ladder,2026-04-20,900,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-004917,LeBron James,2003,Topps Rookie,Basketball,9,Rare,No,Yes,Graded 9,1096.62,Card Show,2026-04-20,900,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-004957,LeBron James,2003,Topps Rookie,Basketball,9,Rare,No,Yes,Graded 9,894.43,Card Ladder,2026-04-20,900,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-004908,LeBron James,2003,Topps Rookie,Basketball,9,Rare,No,Yes,Graded 9,887.61,130point,2026-04-28,900,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-004944,LeBron James,2003,Topps Rookie,Basketball,9,Rare,No,Yes,Graded 9,820.42,130point,2026-04-30,900,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-004911,LeBron James,2003,Topps Rookie,Basketball,9,Rare,No,Yes,Graded 9,962.36,130point,2026-05-01,900,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-004961,LeBron James,2003,Topps Rookie,Basketball,9,Rare,No,Yes,Graded 9,920.61,eBay Sold,2026-05-01,900,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-004924,LeBron James,2003,Topps Rookie,Basketball,9,Rare,No,Yes,Graded 9,1022.99,Goldin,2026-05-04,900,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-004910,LeBron James,2003,Topps Rookie,Basketball,9,Rare,No,Yes,Graded 9,912.06,Goldin,2026-05-07,900,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-004918,LeBron James,2003,Topps Rookie,Basketball,9,Rare,No,Yes,Graded 9,800.09,130point,2026-05-07,900,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-004948,LeBron James,2003,Topps Rookie,Basketball,9,Rare,No,Yes,Graded 9,1021.29,130point,2026-05-07,900,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-004946,LeBron James,2003,Topps Rookie,Basketball,9,Rare,No,Yes,Graded 9,900.61,Marketplace,2026-05-12,900,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-004964,LeBron James,2003,Topps Rookie,Basketball,9,Rare,No,Yes,Graded 9,933.84,eBay Sold,2026-05-15,900,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-004963,LeBron James,2003,Topps Rookie,Basketball,9,Rare,No,Yes,Graded 9,1056.25,eBay Sold,2026-05-16,900,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-004962,LeBron James,2003,Topps Rookie,Basketball,9,Rare,No,Yes,Graded 9,1090.85,Card Ladder,2026-05-24,900,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-004968,LeBron James,2003,Topps Rookie,Basketball,9,Rare,No,Yes,Graded 9,948.01,Marketplace,2026-05-25,900,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-004938,LeBron James,2003,Topps Rookie,Basketball,9,Rare,No,Yes,Graded 9,965.98,130point,2026-05-26,900,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-004934,LeBron James,2003,Topps Rookie,Basketball,9,Rare,No,Yes,Graded 9,1026.24,eBay Sold,2026-05-29,900,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-004954,LeBron James,2003,Topps Rookie,Basketball,9,Rare,No,Yes,Graded 9,823.93,eBay Sold,2026-05-31,900,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-004965,LeBron James,2003,Topps Rookie,Basketball,9,Rare,No,Yes,Graded 9,870.76,eBay Sold,2026-05-31,900,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-004897,LeBron James,2003,Topps Rookie,Basketball,9,Rare,No,Yes,Graded 9,895.15,eBay Sold,2026-06-02,900,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-004909,LeBron James,2003,Topps Rookie,Basketball,9,Rare,No,Yes,Graded 9,1071.62,Card Show,2026-06-02,900,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-004947,LeBron James,2003,Topps Rookie,Basketball,9,Rare,No,Yes,Graded 9,923.3,Marketplace,2026-06-04,900,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-004929,LeBron James,2003,Topps Rookie,Basketball,9,Rare,No,Yes,Graded 9,830.49,eBay Sold,2026-06-06,900,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-004937,LeBron James,2003,Topps Rookie,Basketball,9,Rare,No,Yes,Graded 9,1031.78,eBay Sold,2026-06-08,900,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-004903,LeBron James,2003,Topps Rookie,Basketball,9,Rare,No,Yes,Graded 9,1086.65,PWCC,2026-06-13,900,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-004933,LeBron James,2003,Topps Rookie,Basketball,9,Rare,No,Yes,Graded 9,817.25,eBay Sold,2026-06-16,900,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-004913,LeBron James,2003,Topps Rookie,Basketball,9,Rare,No,Yes,Graded 9,983.73,eBay Sold,2026-06-19,900,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-004914,LeBron James,2003,Topps Rookie,Basketball,9,Rare,No,Yes,Graded 9,785.47,Marketplace,2026-06-22,900,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-004958,LeBron James,2003,Topps Rookie,Basketball,9,Rare,No,Yes,Graded 9,815.21,130point,2026-06-23,900,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-004901,LeBron James,2003,Topps Rookie,Basketball,9,Rare,No,Yes,Graded 9,972.6,Card Show,2026-06-24,900,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-004931,LeBron James,2003,Topps Rookie,Basketball,9,Rare,No,Yes,Graded 9,927.57,PWCC,2026-06-24,900,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
RT-004943,LeBron James,2003,Topps Rookie,Basketball,9,Rare,No,Yes,Graded 9,967.15,Marketplace,2026-06-24,900,Real card identity; approximate price-guide-style baseline with generated comparable-sales variation for prototype testing
